val_acc,val_loss,epoch,step,train_acc,train_loss
0.6315789222717285,0.6786863803863525,0,0,,
0.6315789222717285,0.6726995706558228,0,12,,
,,0,12,0.6272040009498596,0.6750572919845581
0.6315789222717285,0.6666002869606018,1,25,,
,,1,25,0.6272040009498596,0.6688687205314636
0.6315789222717285,0.6607560515403748,2,38,,
,,2,38,0.6272040009498596,0.6629590392112732
0.6374269127845764,0.655070424079895,3,51,,
,,3,51,0.6297228932380676,0.6574335098266602
0.6374269127845764,0.6496508121490479,4,64,,
,,4,64,0.6297228932380676,0.6518694758415222
0.6374269127845764,0.6443471312522888,5,77,,
,,5,77,0.6322417855262756,0.6465568542480469
0.6432748436927795,0.6389694809913635,6,90,,
,,6,90,0.6347606778144836,0.6412563920021057
0.6491228342056274,0.6337268948554993,7,103,,
,,7,103,0.6423173546791077,0.6360546946525574
0.6725146174430847,0.6284751296043396,8,116,,
,,8,116,0.6599496006965637,0.6307587027549744
0.6900584697723389,0.6233209371566772,9,129,,
,,9,129,0.6649873852729797,0.625542402267456
0.6900584697723389,0.6233209371566772,10,130,,
