val_acc,val_loss,epoch,step,train_acc,train_loss
0.5847952961921692,0.7392061352729797,0,0,,
0.5847952961921692,0.7328230738639832,0,12,,
,,0,12,0.6473551392555237,0.7155072093009949
0.5847952961921692,0.726349949836731,1,25,,
,,1,25,0.6473551392555237,0.709543764591217
0.5847952961921692,0.7201783657073975,2,38,,
,,2,38,0.6473551392555237,0.7034696340560913
0.5847952961921692,0.714002251625061,3,51,,
,,3,51,0.6473551392555237,0.697516679763794
0.5847952961921692,0.7092330455780029,4,64,,
,,4,64,0.6473551392555237,0.6915948987007141
0.5847952961921692,0.7037317156791687,5,77,,
,,5,77,0.6473551392555237,0.6858500242233276
0.5847952961921692,0.6989607214927673,6,90,,
,,6,90,0.6473551392555237,0.6799033284187317
0.5847952961921692,0.693466305732727,7,103,,
,,7,103,0.6473551392555237,0.6740743517875671
0.5847952961921692,0.6877015829086304,8,116,,
,,8,116,0.6473551392555237,0.6681094169616699
0.5847952961921692,0.6823374629020691,9,129,,
,,9,129,0.6473551392555237,0.6621217727661133
0.5847952961921692,0.6823374629020691,10,130,,
