val_acc,val_loss,epoch,step,train_acc,train_loss
0.6491228342056274,0.7247658967971802,0,0,,
0.6491228342056274,0.7088996767997742,0,12,,
,,0,12,0.6196473836898804,0.7134969830513
0.5380116701126099,0.6961217522621155,1,25,,
,,1,25,0.5869017839431763,0.7012072205543518
0.6666666865348816,0.685016930103302,2,38,,
,,2,38,0.491183876991272,0.6912373900413513
0.8187134265899658,0.6759289503097534,3,51,,
,,3,51,0.758186399936676,0.6818867921829224
0.7485380172729492,0.6682373285293579,4,64,,
,,4,64,0.7884131073951721,0.674157440662384
0.7309941649436951,0.661074697971344,5,77,,
,,5,77,0.732997477054596,0.667093813419342
0.7134503126144409,0.6539461612701416,6,90,,
,,6,90,0.7304785847663879,0.660163164138794
0.6959064602851868,0.6471452116966248,7,103,,
,,7,103,0.7128463387489319,0.6536076068878174
0.6900584697723389,0.6406450271606445,8,116,,
,,8,116,0.6926952004432678,0.6476294994354248
0.7309941649436951,0.6351826786994934,9,129,,
,,9,129,0.7052896618843079,0.6415796279907227
0.7309941649436951,0.6351826786994934,10,130,,
