val_acc,val_loss,epoch,step,train_acc,train_loss
0.5964912176132202,0.6999466419219971,0,0,,
0.5964912176132202,0.6929957270622253,0,12,,
,,0,12,0.6423173546791077,0.6832365393638611
0.5964912176132202,0.6866409182548523,1,25,,
,,1,25,0.6423173546791077,0.6765971779823303
0.5964912176132202,0.6800408959388733,2,38,,
,,2,38,0.6423173546791077,0.6707683205604553
0.5964912176132202,0.6743870973587036,3,51,,
,,3,51,0.6423173546791077,0.6646765470504761
0.5964912176132202,0.6681274771690369,4,64,,
,,4,64,0.6397984623908997,0.6590135097503662
0.5964912176132202,0.6628085374832153,5,77,,
,,5,77,0.6423173546791077,0.6526703834533691
0.5964912176132202,0.6567034125328064,6,90,,
,,6,90,0.6448362469673157,0.6470087170600891
0.5964912176132202,0.6520171761512756,7,103,,
,,7,103,0.6498740315437317,0.641236424446106
0.5964912176132202,0.6462938189506531,8,116,,
,,8,116,0.6498740315437317,0.6351957321166992
0.5964912176132202,0.6404852867126465,9,129,,
,,9,129,0.6523929238319397,0.6300813555717468
0.5964912176132202,0.6404852867126465,10,130,,
