val_acc,val_loss,epoch,step,train_acc,train_loss
0.6081871390342712,0.6682301163673401,0,0,,
0.6081871390342712,0.6621530652046204,0,12,,
,,0,12,0.6372795701026917,0.664337694644928
0.6140350699424744,0.65593022108078,1,25,,
,,1,25,0.6372795701026917,0.6565955877304077
0.6257309913635254,0.6497145891189575,2,38,,
,,2,38,0.6372795701026917,0.650144636631012
0.6257309913635254,0.643634021282196,3,51,,
,,3,51,0.6397984623908997,0.6437325477600098
0.6257309913635254,0.6378111839294434,4,64,,
,,4,64,0.6397984623908997,0.6376417875289917
0.6257309913635254,0.6317004561424255,5,77,,
,,5,77,0.6473551392555237,0.6312163472175598
0.6491228342056274,0.6256012320518494,6,90,,
,,6,90,0.6574307084083557,0.6252878308296204
0.6608186960220337,0.619961142539978,7,103,,
,,7,103,0.6775818467140198,0.6196609139442444
0.6842105388641357,0.6144359707832336,8,116,,
,,8,116,0.6977329850196838,0.6139509081840515
0.6900584697723389,0.6090952754020691,9,129,,
,,9,129,0.7027707695960999,0.6085385084152222
0.6900584697723389,0.6090952754020691,10,130,,
