val_acc,val_loss,epoch,step,train_acc,train_loss
0.6432748436927795,0.6972877979278564,0,0,,
0.6900584697723389,0.6866292953491211,0,12,,
,,0,12,0.5944584608078003,0.7056210041046143
0.6900584697723389,0.6836085915565491,1,25,,
,,1,25,0.6045340299606323,0.698111891746521
0.6900584697723389,0.6768130660057068,2,38,,
,,2,38,0.6070529222488403,0.6915953755378723
0.6900584697723389,0.6698346734046936,3,51,,
,,3,51,0.6045340299606323,0.6852684617042542
0.6959064602851868,0.6652632355690002,4,64,,
,,4,64,0.6070529222488403,0.6786485910415649
0.7017543911933899,0.6584145426750183,5,77,,
,,5,77,0.6120907068252563,0.6723988652229309
0.7017543911933899,0.652005136013031,6,90,,
,,6,90,0.6146095991134644,0.6661416888237
0.719298243522644,0.646733820438385,7,103,,
,,7,103,0.6498740315437317,0.659948468208313
0.7485380172729492,0.6420683264732361,8,116,,
,,8,116,0.6801007390022278,0.6540543437004089
0.7485380172729492,0.6352460384368896,9,129,,
,,9,129,0.6952140927314758,0.6482166647911072
0.7485380172729492,0.6352460384368896,10,130,,
