val_acc,val_loss,epoch,step,train_acc,train_loss
0.6491228342056274,0.6758021712303162,0,0,,
0.6491228342056274,0.669094443321228,0,12,,
,,0,12,0.6196473836898804,0.6908957362174988
0.6491228342056274,0.6642640829086304,1,25,,
,,1,25,0.6196473836898804,0.6835131645202637
0.6491228342056274,0.6599701046943665,2,38,,
,,2,38,0.6171284914016724,0.6770364046096802
0.6491228342056274,0.6552671790122986,3,51,,
,,3,51,0.6171284914016724,0.6708076000213623
0.6549707651138306,0.6503150463104248,4,64,,
,,4,64,0.6171284914016724,0.6657722592353821
0.6549707651138306,0.6456204652786255,5,77,,
,,5,77,0.6171284914016724,0.6603479385375977
0.6608186960220337,0.6411893963813782,6,90,,
,,6,90,0.6196473836898804,0.6559273600578308
0.6608186960220337,0.6359536051750183,7,103,,
,,7,103,0.6246851682662964,0.6500540375709534
0.6783625483512878,0.6314843893051147,8,116,,
,,8,116,0.6423173546791077,0.6453298330307007
0.6900584697723389,0.6265509724617004,9,129,,
,,9,129,0.6498740315437317,0.6400235891342163
0.6900584697723389,0.6265509724617004,10,130,,
