val_acc,val_loss,epoch,step,train_acc,train_loss
0.5380116701126099,0.6928220391273499,0,0,,
0.5497075915336609,0.682563841342926,0,12,,
,,0,12,0.48110830783843994,0.6881812214851379
0.8128654956817627,0.6731637716293335,1,25,,
,,1,25,0.6801007390022278,0.6780797243118286
0.7777777910232544,0.6651758551597595,2,38,,
,,2,38,0.8010075688362122,0.6692530512809753
0.6959064602851868,0.6579542756080627,3,51,,
,,3,51,0.7304785847663879,0.6615403890609741
0.6842105388641357,0.6511682271957397,4,64,,
,,4,64,0.7078085541725159,0.6543366312980652
0.6783625483512878,0.644773006439209,5,77,,
,,5,77,0.6901763081550598,0.6474964618682861
0.6783625483512878,0.6385259628295898,6,90,,
,,6,90,0.7002518773078918,0.6411440372467041
0.7134503126144409,0.6326838135719299,7,103,,
,,7,103,0.7103274464607239,0.6348545551300049
0.719298243522644,0.626821756362915,8,116,,
,,8,116,0.7204030156135559,0.6287928819656372
0.707602322101593,0.6211307644844055,9,129,,
,,9,129,0.7103274464607239,0.6232560873031616
0.707602322101593,0.6211307644844055,10,130,,
